NumeroTicket|ItemID|Item|Resumen|Ubicacion|ModoReporte|Estado|FechaCreacion|FechaTermino|FechaCierre|Prioridad
WO0000005228046|190|PUERTA / MAMPARA CERRADURA|APERTURAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-05-13|13-05-25|16/05/2025|2
WO0000005229904|241|TECHO /BALDOSAS FILTRACION|CAMBIAR|QUILLABAMBA - 505000|Web HD|Rechazado|2025-05-13|||1
WO0000005228058|56|CONTADOR DE BILLETES|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-13|22-05-25|25/05/2025|3
WO0000005228055|56|CONTADOR DE BILLETES|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-13|22-05-25|25/05/2025|2
WO0000005228064|56|CONTADOR DE BILLETES|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-13|16-05-25|19/05/2025|1
WO0000005229042|92|ESCRITORIO|REPARAR|BUSTAMANTE Y RIVERO - 215010|Web HD|Cerrado|2025-05-13|04-06-25|07/06/2025|3
WO0000005228083|93|ESCRITORIO CERRADURA|REEMPLAZAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-13|15-05-25|18/05/2025|3
WO0000005228059|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-05-13|19-05-25|22/05/2025|3
WO0000005229917|154|OFICINA|FUMIGAR|SOCABAYA - 215017|Web HD|Terminado|2025-05-13|20-05-25|20/05/2025|1
WO0000005228002|56|CONTADOR DE BILLETES|REPARAR|CERRO COLORADO - 215013|Web HD|Terminado|2025-05-13|22-05-25|22/05/2025|2
WO0000005228001|56|CONTADOR DE BILLETES|REPARAR|CERRO COLORADO - 215013|Web HD|Terminado|2025-05-13|22-05-25|22/05/2025|1
WO0000005229024|111|GRIFERIA|REVISAR|ILO - 385000|Web HD|Cerrado|2025-05-13|27-05-25|30/05/2025|1
WO0000005228056|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-05-13|19-05-25|22/05/2025|3
WO0000005228050|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-05-13|19-05-25|22/05/2025|3
WO0000005230284|44|CAMARA CONVENCIONAL|REPARAR|MOLLENDO - 425000|Web HD|Cerrado|2025-05-13|25-06-25|28/06/2025|3
WO0000005230286|44|CAMARA CONVENCIONAL|REPARAR|SAN ROMAN - 405003|Web HD|Cerrado|2025-05-13|14-05-25|17/05/2025|2
WO0000005228082|65|CREDENZA CERRADURA|APERTURAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-13|15-05-25|18/05/2025|1
WO0000005228587|5|AIRE ACONDICIONADO|REPARAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-05-13|15-05-25|18/05/2025|3
WO0000005230291|79|DVR|REPARAR|TACNA - 540000|Web HD|Cerrado|2025-05-13|18-05-25|21/05/2025|1
WO0000005229086|43|CAJONERA CERRADURA|DUPLICADO DE LLAVE|LA FONTANA - 193054|Web HD|Cerrado|2025-05-13|13-05-25|16/05/2025|1
WO0000005228092|7|ANAQUEL|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-13|18-05-25|21/05/2025|2
WO0000005228531|111|GRIFERIA|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-13|18-05-25|21/05/2025|3
WO0000005228099|32|CAJA BUZON|REPARAR|LARAPA - 285005|Web HD|Cerrado|2025-05-13|02-06-25|05/06/2025|1
WO0000005228030|64|CREDENZA|REPARAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-05-13|13-05-25|16/05/2025|3
WO0000005227695|56|CONTADOR DE BILLETES|REPARAR|CERRO COLORADO - 215013|Web HD|Terminado|2025-05-13|22-05-25|22/05/2025|1
WO0000005227697|56|CONTADOR DE BILLETES|REPARAR|CERRO COLORADO - 215013|Web HD|Terminado|2025-05-13|22-05-25|22/05/2025|1
WO0000005229498|255|UPS / ESTABILIZADOR|REVISAR|PUERTO MALDONADO - 485000|Web HD|Rechazado|2025-05-13|||2
WO0000005227674|44|CAMARA CONVENCIONAL|REPARAR|PLAZA SAN MARTIN - 191004|Web HD|Cerrado|2025-05-13|15-06-25|18/06/2025|1
WO0000005230290|79|DVR|REPARAR|MOQUEGUA - 430000|Web HD|Rechazado|2025-05-13|||2
WO0000005229430|6|ALFOMBRAS|REPARAR|CAILLOMA - 191098|Web HD|Cerrado|2025-05-13|13-05-25|16/05/2025|3
WO0000005229422|6|ALFOMBRAS|REPARAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-05-13|13-05-25|16/05/2025|1
WO0000005227681|5|AIRE ACONDICIONADO|REPARAR|LUREN - 380004|Web HD|Cerrado|2025-05-13|13-05-25|16/05/2025|2
WO0000005230288|44|CAMARA CONVENCIONAL|MOVER|TACNA - 540000|Web HD|Cerrado|2025-05-13|25-05-25|28/05/2025|1
WO0000005229087|43|CAJONERA CERRADURA|DUPLICADO DE LLAVE|LA FONTANA - 193054|Web HD|Cerrado|2025-05-13|13-05-25|16/05/2025|2
WO0000005232471|171|PISOS|LIMPIAR|ILO - 385000|Web HD|Cerrado|2025-05-14|28-05-25|31/05/2025|2
WO0000005231613|251|TUBERIA DE AGUA|REPARAR|DIAGONAL - 285003|Web HD|Terminado|2025-05-14|20-05-25|20/05/2025|2
WO0000005232469|108|FOCO FLOURESCENTES|CAMBIAR|ILO - 385000|Web HD|Cerrado|2025-05-14|28-05-25|31/05/2025|1
WO0000005232005|197|PULSADOR DE ASALTO|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-14|15-05-25|18/05/2025|1
WO0000005230943|5|AIRE ACONDICIONADO|REPARAR|ILO - 385000|Web HD|Cerrado|2025-05-14|09-06-25|12/06/2025|1
WO0000005232473|240|TECHO /BALDOSAS|CAMBIAR|ILO - 385000|Web HD|Cerrado|2025-05-14|28-05-25|31/05/2025|2
WO0000005230927|249|TOMACORRIENTES|REVISAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-05-14|01-06-25|04/06/2025|1
WO0000005232450|62|CORTO CIRCUITO|REVISAR|SAN ROMAN - 405003|Web HD|Cerrado|2025-05-14|14-05-25|17/05/2025|3
WO0000005233616|154|OFICINA|FUMIGAR|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Cerrado|2025-05-14|22-05-25|25/05/2025|1
WO0000005232062|56|CONTADOR DE BILLETES|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-05-14|20-05-25|23/05/2025|2
WO0000005233010|6|ALFOMBRAS|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-14|14-05-25|17/05/2025|2
WO0000005231635|30|CABLEADO|REVISAR|MARISCAL CACERES - 220002|Web HD|Cerrado|2025-05-14|21-05-25|24/05/2025|2
WO0000005230981|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-05-14|19-05-25|22/05/2025|3
WO0000005232059|56|CONTADOR DE BILLETES|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-05-14|18-05-25|21/05/2025|3
WO0000005233008|6|ALFOMBRAS|REPARAR|PLAZA SAN MARTIN - 191004|Web HD|Cerrado|2025-05-14|14-05-25|17/05/2025|1
WO0000005232060|56|CONTADOR DE BILLETES|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-05-14|20-05-25|23/05/2025|1
WO0000005232058|56|CONTADOR DE BILLETES|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-05-14|19-05-25|22/05/2025|2
WO0000005234466|5|AIRE ACONDICIONADO|REGULAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-15|18-05-25|21/05/2025|3
WO0000005234498|43|CAJONERA CERRADURA|APERTURAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|2
WO0000005233957|53|COMEDOR|FUMIGAR|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Rechazado|2025-05-15|||1
WO0000005234922|56|CONTADOR DE BILLETES|REPARAR|LUREN - 380004|Web HD|Cerrado|2025-05-15|03-06-25|06/06/2025|2
WO0000005234901|130|LAVATORIO|REPARAR|LUREN - 380004|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|3
WO0000005233974|121|INODORO FLUXOMETRO|REVISAR|LA FONTANA - 193054|Web HD|Cerrado|2025-05-15|19-05-25|22/05/2025|3
WO0000005233993|56|CONTADOR DE BILLETES|REPARAR|LUREN - 380004|Web HD|Rechazado|2025-05-15|||2
WO0000005233915|215|SENSOR DE MAMPARA|REPARAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|1
WO0000005234976|163|PARED|PINTAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-15|11-07-25|14/07/2025|2
WO0000005235492|5|AIRE ACONDICIONADO|REPARAR|QUILLABAMBA - 505000|Web HD|Cerrado|2025-05-15|03-07-25|06/07/2025|3
WO0000005234941|188|PUERTA / MAMPARA|REPARAR|MALA - 255002|Web HD|Cerrado|2025-05-15|23-05-25|27/05/2025|3
WO0000005236439|227|SISTEMA DE VIDEO|REPARACION|ICA - 380000|Web HD|Cerrado|2025-05-15|18-05-25|21/05/2025|1
WO0000005233965|5|AIRE ACONDICIONADO|REPARAR|PURUCHUCO - 191020|Web HD|Rechazado|2025-05-15|||2
WO0000005233951|43|CAJONERA CERRADURA|REEMPLAZAR|MUSA - 193050|Web HD|Cerrado|2025-05-15|21-05-25|24/05/2025|3
WO0000005234906|123|INODOROS|DESATORAR|LUREN - 380004|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|3
WO0000005234430|6|ALFOMBRAS|REPARAR|GRAU (LIMA) - 191005|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|3
WO0000005234432|6|ALFOMBRAS|REPARAR|CENTRO CIVICO - 191105|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|2
WO0000005234425|108|FOCO FLOURESCENTES|CAMBIAR|GRAU (LIMA) - 191005|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|3
WO0000005234495|43|CAJONERA CERRADURA|REEMPLAZAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|1
WO0000005234911|106|FOCO AHORRADOR|CAMBIAR|ANDAHUAYLAS - 205000|Web HD|Cerrado|2025-05-15|19-05-25|22/05/2025|1
WO0000005234915|188|PUERTA / MAMPARA|REPARAR|MESA REDONDA - 191069|Web HD|Rechazado|2025-05-15|||2
WO0000005234492|43|CAJONERA CERRADURA|REEMPLAZAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|2
WO0000005233967|154|OFICINA|FUMIGAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-05-15|22-05-25|25/05/2025|3
WO0000005234907|188|PUERTA / MAMPARA|REPARAR|MARIANO MELGAR - 215014|Web HD|Cerrado|2025-05-15|14-07-25|17/07/2025|3
WO0000005234943|5|AIRE ACONDICIONADO|REPARAR|JULIACA - 405000|Web HD|Terminado|2025-05-15|22-05-25|22/05/2025|1
WO0000005233920|170|PIR ANTEBOVEDA|REPARAR|JULIACA - 405000|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|3
WO0000005234427|108|FOCO FLOURESCENTES|CAMBIAR|GRAU (LIMA) - 191005|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|3
WO0000005234493|43|CAJONERA CERRADURA|REEMPLAZAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-15|15-05-25|18/05/2025|3
WO0000005237442|216|SENSOR DE PARED|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-05-16|18-05-25|21/05/2025|1
WO0000005237441|216|SENSOR DE PARED|REPARAR|ICA - 380000|Web HD|Cerrado|2025-05-16|18-05-25|21/05/2025|3
WO0000005236961|113|GRUPO ELECTROGENO|REGARGAR COMBUSTIBLE|SOCABAYA - 215017|Web HD|Terminado|2025-05-16|22-05-25|22/05/2025|2
WO0000005236964|154|OFICINA|FUMIGAR|CAYMA - 215002|Web HD|Cerrado|2025-05-16|08-06-25|11/06/2025|2
WO0000005236951|94|ESTACION MANUAL|REPARAR|SAN JUAN DE MARCONA - 513000|Web HD|Cerrado|2025-05-16|18-05-25|21/05/2025|1
WO0000005236959|154|OFICINA|FUMIGAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-05-16|22-05-25|25/05/2025|1
WO0000005237832|154|OFICINA|FUMIGAR|GRAU (LIMA) - 191005|Web HD|Cerrado|2025-05-17|22-05-25|25/05/2025|2
WO0000005240189|108|FOCO FLOURESCENTES|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005239600|139|LONCHERA CERRADURA|DUPLICADO DE LLAVE|MERCADO DE PRODUCTORES - 191061|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|3
WO0000005239312|188|PUERTA / MAMPARA|REPARAR|PISCO - 470000|Web HD|Cerrado|2025-05-18|23-05-25|27/05/2025|3
WO0000005240102|219|SEPARADORES|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-18|22-05-25|25/05/2025|2
WO0000005240191|232|TABLERO ELECTRICO|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|2
WO0000005239664|154|OFICINA|FUMIGAR|GRAU (LIMA) - 191005|Web HD|Cerrado|2025-05-18|03-06-25|06/06/2025|1
WO0000005239646|154|OFICINA|FUMIGAR|PISCO - 470000|Web HD|Cerrado|2025-05-18|08-06-25|11/06/2025|2
WO0000005239396|251|TUBERIA DE AGUA|REPARAR|MERCADO DE PRODUCTORES - 191061|Web HD|Cerrado|2025-05-18|20-05-25|23/05/2025|3
WO0000005240143|108|FOCO FLOURESCENTES|CAMBIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|3
WO0000005240190|240|TECHO /BALDOSAS|CAMBIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005238167|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|3
WO0000005240179|240|TECHO /BALDOSAS|CAMBIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005238160|117|IMANTADO|CONFECCIONAR|JULIACA - 405000|Web HD|Cerrado|2025-05-18|26-05-25|29/05/2025|1
WO0000005240156|5|AIRE ACONDICIONADO|REPARAR|IMPERIAL - 255001|Web HD|Rechazado|2025-05-18|||3
WO0000005239348|32|CAJA BUZON|APERTURAR|GRAU (LIMA) - 191005|Web HD|Cerrado|2025-05-18|19-05-25|22/05/2025|2
WO0000005240624|32|CAJA BUZON|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-05-18|19-05-25|22/05/2025|3
WO0000005240142|108|FOCO FLOURESCENTES|CAMBIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005240138|108|FOCO FLOURESCENTES|CAMBIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005240176|108|FOCO FLOURESCENTES|CAMBIAR|EL PEDREGAL - 251000|Web HD|Cerrado|2025-05-18|26-05-25|29/05/2025|1
WO0000005240136|108|FOCO FLOURESCENTES|CAMBIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005240131|108|FOCO FLOURESCENTES|CAMBIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005240129|108|FOCO FLOURESCENTES|CAMBIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|3
WO0000005240140|226|SISTEMA DE AUDIO|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-05-18|23-05-25|27/05/2025|3
WO0000005240133|108|FOCO FLOURESCENTES|CAMBIAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005240125|89|ESCALERA CINTA ANTIDESLIZANTE|REPONER|AYACUCHO - 220000|Web HD|Cerrado|2025-05-18|28-05-25|31/05/2025|2
WO0000005240158|190|PUERTA / MAMPARA CERRADURA|DUPLICADO DE LLAVE|TACNA - 540000|Web HD|Cerrado|2025-05-18|27-05-25|30/05/2025|1
WO0000005239683|56|CONTADOR DE BILLETES|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-18|22-05-25|25/05/2025|2
WO0000005239622|214|SENSOR DE ANIEGO|REPARAR|MERCADO DE PRODUCTORES - 191061|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|3
WO0000005239323|11|ARMARIO CERRADURA|REEMPLAZAR|MOQUEGUA - 430000|Web HD|Rechazado|2025-05-18|||2
WO0000005239621|214|SENSOR DE ANIEGO|REPARAR|MERCADO DE PRODUCTORES - 191061|Web HD|Cerrado|2025-05-18|18-05-25|21/05/2025|1
WO0000005243585|249|TOMACORRIENTES|REVISAR|PLAZA SAN MARTIN - 191004|Web HD|Cerrado|2025-05-19|20-05-25|23/05/2025|3
WO0000005244285|170|PIR ANTEBOVEDA|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-05-19|28-05-25|31/05/2025|2
WO0000005241962|170|PIR ANTEBOVEDA|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-05-19|25-05-25|28/05/2025|1
WO0000005243543|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-05-19|22-05-25|25/05/2025|2
WO0000005242155|6|ALFOMBRAS|REPARAR|SAN JUAN DE MARCONA - 513000|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|1
WO0000005243138|11|ARMARIO CERRADURA|REEMPLAZAR|CHOSICA - 191075|Web HD|Cerrado|2025-05-19|21-05-25|24/05/2025|3
WO0000005243565|232|TABLERO ELECTRICO|REVISAR|CAYMA - 215002|Web HD|Terminado|2025-05-19|20-05-25|20/05/2025|3
WO0000005242895|160|PANEL DE ALARMAS|REPARAR|AREQUIPA - 215000|Web HD|Terminado|2025-05-19|20-05-25|20/05/2025|2
WO0000005243520|188|PUERTA / MAMPARA|REPARAR|SAN ROMAN - 405003|Web HD|Cerrado|2025-05-19|25-05-25|28/05/2025|3
WO0000005243526|188|PUERTA / MAMPARA|REPARAR|SAN ROMAN - 405003|Web HD|Cerrado|2025-05-19|25-05-25|28/05/2025|2
WO0000005243560|108|FOCO FLOURESCENTES|CAMBIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|2
WO0000005243561|108|FOCO FLOURESCENTES|CAMBIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|1
WO0000005243559|194|PUERTA/MAMPARA MANIJA|REPARAR|QUILLABAMBA - 505000|Web HD|Terminado|2025-05-19|20-05-25|20/05/2025|3
WO0000005242152|154|OFICINA|FUMIGAR|CHINCHA - 315000|Web HD|Rechazado|2025-05-19|||3
WO0000005242842|6|ALFOMBRAS|REPARAR|MERCADO DE PRODUCTORES - 191061|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|3
WO0000005243160|31|CAJA / TAPA DE PASO|REVISAR|CUSCO - 285000|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|2
WO0000005243523|249|TOMACORRIENTES|REVISAR|SAN ROMAN - 405003|Web HD|Cerrado|2025-05-19|25-05-25|28/05/2025|2
WO0000005242175|154|OFICINA|FUMIGAR|CHINCHA - 315000|Web HD|Cerrado|2025-05-19|08-06-25|11/06/2025|1
WO0000005244709|70|DETECTOR DE CALOR|REPARAR|ICA - 380000|Web HD|Rechazado|2025-05-19|||1
WO0000005242154|21|BOMBAS DE AGUA|REVISAR|ILO - 385000|Web HD|Cerrado|2025-05-19|28-05-25|31/05/2025|1
WO0000005242843|6|ALFOMBRAS|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|2
WO0000005242840|6|ALFOMBRAS|REPARAR|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|2
WO0000005243162|188|PUERTA / MAMPARA|REPARAR|CUSCO - 285000|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|1
WO0000005243155|232|TABLERO ELECTRICO|REVISAR|DIAGONAL - 285003|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|3
WO0000005242835|6|ALFOMBRAS|REPARAR|LAS ALONDRAS - 191044|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|1
WO0000005242816|253|TV|REEMPLAZAR|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Cerrado|2025-05-19|29-05-25|01/06/2025|3
WO0000005242838|6|ALFOMBRAS|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|2
WO0000005242823|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|VITARTE - 191043|Web HD|Rechazado|2025-05-19|||2
WO0000005243158|130|LAVATORIO|REPARAR|CUSCO - 285000|Web HD|Cerrado|2025-05-19|19-05-25|22/05/2025|1
WO0000005243589|227|SISTEMA DE VIDEO|REPARACION|AYACUCHO - 220000|Web HD|Cerrado|2025-05-19|21-05-25|24/05/2025|1
WO0000005242865|49|CERRADURA|APERTURAR|HUAYCAN - 191085|Web HD|Cerrado|2025-05-19|21-05-25|24/05/2025|1
WO0000005242804|241|TECHO /BALDOSAS FILTRACION|CAMBIAR|MALL AVENTURA PLAZA SANTA ANITA - 191118|Web HD|Rechazado|2025-05-19|||2
WO0000005242859|5|AIRE ACONDICIONADO|REGULAR|COLONIAL - 192035|Web HD|Cerrado|2025-05-19|20-05-25|23/05/2025|1
WO0000005245951|215|SENSOR DE MAMPARA|REPARAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-05-20|21-05-25|24/05/2025|2
WO0000005245958|122|INODORO TANQUE DE AGUA|REVISAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-05-20|20-05-25|23/05/2025|3
WO0000005246305|43|CAJONERA CERRADURA|DUPLICADO DE LLAVE|LA FONTANA - 193054|Web HD|Cerrado|2025-05-20|20-05-25|23/05/2025|3
WO0000005245963|43|CAJONERA CERRADURA|APERTURAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-05-20|20-05-25|23/05/2025|2
WO0000005244951|198|PULSADOR INALAMBRICO|REPARAR|SOCABAYA - 215017|Web HD|Terminado|2025-05-20|21-05-25|21/05/2025|2
WO0000005245987|192|PUERTA/MAMPARA BRAZO HIDRAULICO|REPARAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-05-20|22-06-25|25/06/2025|2
WO0000005247086|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-05-20|29-05-25|01/06/2025|2
WO0000005245979|56|CONTADOR DE BILLETES|REPARAR|ABANCAY - 200000|Web HD|Rechazado|2025-05-20|||2
WO0000005245972|57|CONTADOR DE MONEDAS|REPARAR|SOCABAYA - 215017|Web HD|Cerrado|2025-05-20|25-05-25|28/05/2025|1
WO0000005245552|252|TUBERIA DE DESAGUE|REPARAR|LARAPA - 285005|Web HD|Terminado|2025-05-20|21-05-25|21/05/2025|3
WO0000005246394|154|OFICINA|FUMIGAR|CHINCHA - 315000|Web HD|Cerrado|2025-05-20|22-05-25|25/05/2025|2
WO0000005244987|177|PIZARRA DE CORCHO|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-20|22-05-25|25/05/2025|2
WO0000005244970|237|TACHO|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-20|22-05-25|25/05/2025|3
WO0000005244997|190|PUERTA / MAMPARA CERRADURA|REEMPLAZAR|VENEZUELA - 191026|Web HD|Cerrado|2025-05-20|21-05-25|24/05/2025|3
WO0000005244918|57|CONTADOR DE MONEDAS|REPARAR|SOCABAYA - 215017|Web HD|Rechazado|2025-05-20|||2
WO0000005245956|163|PARED|PINTAR|IMPERIAL - 255001|Web HD|Cerrado|2025-05-20|21-05-25|24/05/2025|3
WO0000005245959|43|CAJONERA CERRADURA|DUPLICADO DE LLAVE|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-05-20|20-05-25|23/05/2025|2
WO0000005245943|57|CONTADOR DE MONEDAS|REPARAR|ALFONSO UGARTE - 191089|Web HD|Rechazado|2025-05-20|||1
WO0000005245991|56|CONTADOR DE BILLETES|REPARAR|MOQUEGUA - 430000|Web HD|Cerrado|2025-05-20|01-06-25|04/06/2025|1
WO0000005244965|260|VENTILADOR|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-20|22-05-25|25/05/2025|2
WO0000005244975|5|AIRE ACONDICIONADO|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-05-20|21-05-25|24/05/2025|2
WO0000005244986|10|ARMARIO|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-05-20|22-05-25|25/05/2025|3
WO0000005244926|69|DETECTOR DE BILLETES|REPARAR|SOCABAYA - 215017|Web HD|Terminado|2025-05-20|22-05-25|22/05/2025|1
WO0000005245953|190|PUERTA / MAMPARA CERRADURA|APERTURAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-05-20|20-05-25|23/05/2025|1
WO0000005245961|122|INODORO TANQUE DE AGUA|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-05-20|27-05-25|30/05/2025|3
WO0000005245554|188|PUERTA / MAMPARA|REPARAR|LARAPA - 285005|Web HD|Terminado|2025-05-20|21-05-25|21/05/2025|3
WO0000005247279|70|DETECTOR DE CALOR|REPARAR|ICA - 380000|Web HD|Cerrado|2025-05-20|22-05-25|25/05/2025|2
WO0000005248154|108|FOCO FLOURESCENTES|CAMBIAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-05-21|27-05-25|30/05/2025|3
WO0000005248163|253|TV|REPARAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-05-21|01-06-25|04/06/2025|1
WO0000005248562|92|ESCRITORIO|MANTENIMIENTO|MOLLENDO - 425000|Web HD|Cerrado|2025-05-21|28-05-25|31/05/2025|2
WO0000005249462|249|TOMACORRIENTES|REVISAR|EMANCIPACION - 191054|Web HD|Cerrado|2025-05-21|22-05-25|25/05/2025|1
WO0000005249471|191|PUERTA/MAMPARA BISAGRA|REPARAR|LA SALLE - 191114|Web HD|Cerrado|2025-05-21|26-05-25|29/05/2025|2
WO0000005248565|215|SENSOR DE MAMPARA|REPARAR|SAN ROMAN - 405003|Web HD|Cerrado|2025-05-21|01-06-25|04/06/2025|2
WO0000005248550|188|PUERTA / MAMPARA|REPARAR|LA CULTURA - 285006|Web HD|Cerrado|2025-05-21|26-05-25|29/05/2025|3
WO0000005248922|163|PARED|RESANAR|TACNA - 540000|Web HD|Cerrado|2025-05-21|22-06-25|25/06/2025|1
WO0000005249480|240|TECHO /BALDOSAS|CAMBIAR|SOCABAYA - 215017|Web HD|Cerrado|2025-05-21|22-05-25|25/05/2025|2
WO0000005249469|206|REFLECTOR / LAMPARAS|CAMBIAR|CAYMA - 215002|Web HD|Cerrado|2025-05-21|21-05-25|24/05/2025|3
WO0000005249413|232|TABLERO ELECTRICO|REVISAR|PUNTO BCP SANTA CLARA - 191173|Web HD|Cerrado|2025-05-21|26-05-25|29/05/2025|3
